transaction_id,transaction_date,customer_id,state,age_group,customer_segment,risk_tier,merchant_category,payment_channel,payment_method,device_type,transaction_amount,fee_amount,transaction_status,failure_reason,risk_score,risk_flag
TXN0001184,2025-01-22,CUST00088,AZ,18-24,Standard,Low,Grocery,Web,ACH,Desktop,188.38,0.0,Failed,Bank Network Error,24,Low Risk
TXN0001185,2025-01-25,CUST00003,NY,25-34,Standard,Low,Healthcare,API,Debit Card,Android,116.77,1.4,Completed,None,20,Low Risk
TXN0001186,2025-04-19,CUST00082,OH,25-34,Premium,High,Retail,Mobile App,Debit Card,iOS,53.95,0.65,Completed,None,50,Medium Risk
TXN0001187,2025-04-07,CUST00306,GA,18-24,Standard,Low,Digital Services,Mobile App,Wallet Balance,Android,78.27,0.31,Completed,None,7,Low Risk
TXN0001188,2025-04-08,CUST00104,VA,55+,Standard,Low,Grocery,Mobile App,Debit Card,Android,50.05,0.6,Completed,None,3,Low Risk
TXN0001189,2025-04-26,CUST00624,FL,18-24,Premium,Medium,Utilities,Card Terminal,Debit Card,iOS,53.22,0.64,Completed,None,18,Low Risk
TXN0001190,2025-06-14,CUST00348,WA,25-34,Standard,High,Digital Services,Mobile App,Credit Card,iOS,116.83,2.57,Completed,None,41,Medium Risk
TXN0001191,2025-05-06,CUST00220,MA,18-24,Standard,Low,Retail,Mobile App,Credit Card,Desktop,67.45,1.48,Completed,None,7,Low Risk
TXN0001192,2025-01-16,CUST00475,VA,35-44,Premium,Low,Healthcare,Mobile App,Debit Card,iOS,82.84,0.99,Completed,None,10,Low Risk
TXN0001193,2025-06-26,CUST00167,NY,55+,Premium,Low,Retail,Mobile App,Debit Card,Android,132.17,1.59,Completed,None,15,Low Risk
TXN0001194,2025-05-20,CUST00376,FL,45-54,Standard,Low,Retail,Card Terminal,Debit Card,Android,29.35,0.35,Completed,None,2,Low Risk
TXN0001195,2025-01-27,CUST00502,MA,45-54,Standard,Low,Travel,Mobile App,Debit Card,iOS,550.12,6.6,Completed,None,28,Low Risk
TXN0001196,2025-02-12,CUST00532,CA,55+,Standard,Low,Utilities,API,Debit Card,POS,43.81,0.53,Completed,None,25,Low Risk
TXN0001197,2025-02-05,CUST00008,NC,35-44,Standard,Medium,Healthcare,Web,Debit Card,iOS,115.0,1.38,Completed,None,24,Low Risk
TXN0001198,2025-06-23,CUST00467,GA,45-54,Standard,Low,Digital Services,Mobile App,ACH,Android,98.57,0.59,Completed,None,9,Low Risk
TXN0001199,2025-05-14,CUST00173,VA,18-24,Standard,Low,Restaurants,API,Wallet Balance,Android,45.77,0.18,Completed,None,25,Low Risk
TXN0001200,2025-04-29,CUST00134,CA,25-34,Standard,Low,Utilities,Mobile App,ACH,API,185.77,1.11,Completed,None,5,Low Risk
TXN0001201,2025-05-15,CUST00125,PA,18-24,Standard,Low,Restaurants,Mobile App,Debit Card,iOS,80.17,0.96,Completed,None,0,Low Risk
TXN0001202,2025-03-21,CUST00343,GA,18-24,Standard,Medium,Restaurants,Mobile App,Debit Card,Android,9.72,0.12,Completed,None,29,Low Risk
TXN0001203,2025-06-02,CUST00206,CA,45-54,Small Business,Low,Utilities,Mobile App,Credit Card,iOS,45.17,0.99,Completed,None,6,Low Risk
TXN0001204,2025-03-12,CUST00037,TX,55+,Standard,Low,Digital Services,Card Terminal,Credit Card,Desktop,77.6,1.71,Completed,None,12,Low Risk
TXN0001205,2025-03-07,CUST00191,NY,35-44,Premium,Low,Retail,Web,Debit Card,Android,51.44,0.62,Completed,None,6,Low Risk
TXN0001206,2025-03-13,CUST00592,OH,55+,Standard,Low,Utilities,Web,Debit Card,Android,264.58,3.17,Completed,None,12,Low Risk
TXN0001207,2025-03-26,CUST00065,NY,18-24,Standard,Medium,Retail,API,Credit Card,API,129.97,2.86,Completed,None,40,Medium Risk
TXN0001208,2025-02-23,CUST00453,CA,35-44,Standard,Medium,Utilities,API,Wallet Balance,iOS,241.88,0.97,Completed,None,29,Low Risk
TXN0001209,2025-02-06,CUST00070,CO,18-24,Premium,Low,Utilities,API,Debit Card,POS,171.96,2.06,Completed,None,24,Low Risk
TXN0001210,2025-04-19,CUST00158,NJ,25-34,Standard,Low,Restaurants,Mobile App,Credit Card,iOS,52.67,1.16,Completed,None,12,Low Risk
TXN0001211,2025-04-09,CUST00163,GA,35-44,Standard,High,Restaurants,Mobile App,ACH,iOS,196.95,0.0,Failed,Bank Network Error,61,Medium Risk
TXN0001212,2025-02-12,CUST00056,FL,25-34,Premium,Low,Money Transfer,API,ACH,Desktop,351.04,2.11,Completed,None,40,Medium Risk
TXN0001213,2025-06-27,CUST00176,AZ,45-54,Standard,Low,Entertainment,Web,Credit Card,Android,90.92,2.0,Completed,None,0,Low Risk
TXN0001214,2025-04-04,CUST00087,TX,18-24,Premium,Medium,Money Transfer,API,Debit Card,Android,478.53,5.74,Completed,None,46,Medium Risk
TXN0001215,2025-04-08,CUST00401,NY,55+,Small Business,Low,Digital Services,Card Terminal,Wallet Balance,iOS,40.99,0.16,Completed,None,6,Low Risk
TXN0001216,2025-01-02,CUST00196,NJ,45-54,Small Business,Low,Retail,Mobile App,Wallet Balance,POS,35.73,0.14,Completed,None,0,Low Risk
TXN0001217,2025-06-05,CUST00302,IL,18-24,Standard,Low,Digital Services,Web,Credit Card,Android,57.8,1.27,Completed,None,8,Low Risk
TXN0001218,2025-03-12,CUST00371,WA,45-54,Standard,Low,Restaurants,Card Terminal,ACH,POS,32.61,0.2,Completed,None,14,Low Risk
TXN0001219,2025-05-06,CUST00066,NY,18-24,Standard,Low,Utilities,Web,Credit Card,Android,160.4,3.53,Completed,None,11,Low Risk
TXN0001220,2025-01-08,CUST00100,AZ,18-24,Standard,Low,Restaurants,Web,ACH,iOS,130.84,0.79,Completed,None,2,Low Risk
TXN0001221,2025-04-18,CUST00475,VA,35-44,Premium,Low,Entertainment,Mobile App,Credit Card,Desktop,38.54,0.85,Completed,None,8,Low Risk
TXN0001222,2025-02-19,CUST00313,VA,35-44,Standard,Low,Restaurants,Web,Debit Card,Android,62.02,0.74,Completed,None,5,Low Risk
TXN0001223,2025-05-31,CUST00050,CO,18-24,Standard,Low,Healthcare,Mobile App,Debit Card,Android,42.61,0.51,Completed,None,1,Low Risk
TXN0001224,2025-01-17,CUST00536,VA,55+,Standard,Low,Utilities,API,Debit Card,iOS,156.86,1.88,Completed,None,11,Low Risk
TXN0001225,2025-03-12,CUST00275,WA,25-34,Standard,Low,Restaurants,Web,Credit Card,Android,12.84,0.28,Completed,None,0,Low Risk
TXN0001226,2025-03-21,CUST00075,OH,25-34,Standard,Low,Digital Services,Mobile App,Debit Card,Android,110.81,1.33,Completed,None,14,Low Risk
TXN0001227,2025-01-23,CUST00201,PA,45-54,Premium,Low,Grocery,Mobile App,ACH,iOS,33.79,0.2,Completed,None,0,Low Risk
TXN0001228,2025-02-13,CUST00126,IL,25-34,Standard,Low,Entertainment,Mobile App,Debit Card,iOS,193.55,2.32,Completed,None,7,Low Risk
TXN0001229,2025-03-20,CUST00017,OH,18-24,Premium,Medium,Entertainment,Web,Wallet Balance,iOS,113.6,0.45,Completed,None,19,Low Risk
TXN0001230,2025-03-21,CUST00501,OH,18-24,Premium,Low,Grocery,Web,Debit Card,iOS,25.22,0.3,Completed,None,7,Low Risk
TXN0001231,2025-02-18,CUST00456,CA,18-24,Small Business,Low,Digital Services,Mobile App,Wallet Balance,iOS,40.16,0.16,Completed,None,2,Low Risk
TXN0001232,2025-05-06,CUST00258,TX,55+,Standard,Medium,Digital Services,Mobile App,ACH,Android,41.79,0.25,Completed,None,20,Low Risk
TXN0001233,2025-01-10,CUST00037,TX,55+,Standard,Low,Money Transfer,Web,Debit Card,Android,134.05,1.61,Completed,None,28,Low Risk
TXN0001234,2025-03-30,CUST00640,IL,25-34,Premium,Low,Restaurants,Web,Debit Card,iOS,28.55,0.34,Completed,None,8,Low Risk
TXN0001235,2025-01-24,CUST00582,VA,45-54,Premium,Medium,Retail,Mobile App,Debit Card,iOS,87.41,1.05,Completed,None,20,Low Risk
TXN0001236,2025-05-02,CUST00254,GA,35-44,Standard,Low,Grocery,Web,Debit Card,Android,17.28,0.21,Completed,None,1,Low Risk
TXN0001237,2025-03-24,CUST00285,NJ,35-44,Standard,Low,Restaurants,Web,ACH,iOS,124.61,0.75,Completed,None,10,Low Risk
TXN0001238,2025-03-28,CUST00572,CA,35-44,Standard,Low,Restaurants,Mobile App,Wallet Balance,iOS,137.71,0.55,Completed,None,5,Low Risk
TXN0001239,2025-01-06,CUST00103,OH,25-34,Standard,Medium,Travel,Web,Credit Card,Android,306.78,6.75,Completed,None,30,Low Risk
TXN0001240,2025-03-04,CUST00549,VA,35-44,Standard,Medium,Digital Services,Mobile App,Debit Card,Android,10.63,0.13,Completed,None,22,Low Risk
TXN0001241,2025-05-10,CUST00382,VA,35-44,Standard,Low,Grocery,Mobile App,Debit Card,Android,167.83,2.01,Completed,None,5,Low Risk
TXN0001242,2025-05-12,CUST00450,WA,45-54,Standard,Medium,Utilities,Mobile App,Credit Card,Android,118.83,2.61,Completed,None,19,Low Risk
TXN0001243,2025-02-03,CUST00337,PA,55+,Premium,Low,Restaurants,API,Debit Card,iOS,44.45,0.53,Completed,None,14,Low Risk
TXN0001244,2025-03-30,CUST00125,PA,18-24,Standard,Low,Retail,Mobile App,Debit Card,iOS,156.92,1.88,Completed,None,9,Low Risk
TXN0001245,2025-03-20,CUST00284,NC,55+,Small Business,Medium,Grocery,Mobile App,Debit Card,iOS,53.65,0.64,Completed,None,26,Low Risk
TXN0001246,2025-01-02,CUST00634,TX,45-54,Standard,Low,Retail,Mobile App,Credit Card,Android,51.96,1.14,Completed,None,15,Low Risk
TXN0001247,2025-06-21,CUST00312,AZ,35-44,Standard,Low,Digital Services,Mobile App,Debit Card,POS,29.44,0.35,Completed,None,10,Low Risk
TXN0001248,2025-02-04,CUST00643,VA,45-54,Premium,Low,Travel,Mobile App,Debit Card,Android,225.48,2.71,Completed,None,12,Low Risk
TXN0001249,2025-05-17,CUST00204,CO,55+,Premium,Low,Grocery,Mobile App,ACH,Android,32.41,0.19,Completed,None,5,Low Risk
TXN0001250,2025-03-02,CUST00283,OH,45-54,Premium,Low,Digital Services,Mobile App,ACH,Android,54.35,0.33,Completed,None,2,Low Risk
TXN0001251,2025-06-15,CUST00338,TX,55+,Premium,Medium,Utilities,Mobile App,Debit Card,iOS,39.08,0.47,Completed,None,27,Low Risk
TXN0001252,2025-06-17,CUST00026,GA,18-24,Small Business,Low,Utilities,Mobile App,Debit Card,Android,70.39,0.84,Completed,None,8,Low Risk
TXN0001253,2025-04-18,CUST00119,CA,25-34,Standard,Low,Utilities,Mobile App,Credit Card,iOS,201.49,4.43,Completed,None,11,Low Risk
TXN0001254,2025-06-25,CUST00125,PA,18-24,Standard,Low,Healthcare,Web,Credit Card,Desktop,11.9,0.26,Completed,None,4,Low Risk
TXN0001255,2025-05-28,CUST00426,GA,45-54,Standard,Low,Retail,Web,Debit Card,Android,110.87,1.33,Completed,None,13,Low Risk
TXN0001256,2025-01-14,CUST00109,MA,18-24,Standard,Low,Digital Services,Mobile App,Credit Card,Android,99.8,2.2,Completed,None,14,Low Risk
TXN0001257,2025-05-09,CUST00382,VA,35-44,Standard,Low,Digital Services,Mobile App,Debit Card,Android,82.52,0.99,Completed,None,5,Low Risk
TXN0001258,2025-04-19,CUST00036,GA,25-34,Standard,Low,Retail,Mobile App,Credit Card,iOS,104.17,2.29,Completed,None,8,Low Risk
TXN0001259,2025-02-20,CUST00503,TX,18-24,Premium,Medium,Retail,Web,ACH,Android,12.35,0.07,Completed,None,16,Low Risk
TXN0001260,2025-02-01,CUST00244,VA,35-44,Standard,Low,Money Transfer,Mobile App,Debit Card,Android,101.75,1.22,Completed,None,28,Low Risk
TXN0001261,2025-03-28,CUST00547,AZ,18-24,Premium,Low,Restaurants,API,Debit Card,iOS,26.64,0.32,Completed,None,23,Low Risk
TXN0001262,2025-01-05,CUST00180,NC,55+,Standard,Medium,Travel,Mobile App,Debit Card,iOS,165.18,1.98,Completed,None,27,Low Risk
TXN0001263,2025-03-05,CUST00047,VA,18-24,Standard,Low,Utilities,Web,Debit Card,iOS,12.35,0.15,Completed,None,8,Low Risk
TXN0001264,2025-03-30,CUST00022,NC,45-54,Premium,Low,Subscription,Web,Debit Card,Desktop,128.43,1.54,Completed,None,14,Low Risk
TXN0001265,2025-01-11,CUST00643,VA,45-54,Premium,Low,Grocery,Mobile App,Debit Card,API,90.03,1.08,Completed,None,3,Low Risk
TXN0001266,2025-04-08,CUST00390,VA,35-44,Standard,Low,Retail,Web,Debit Card,Android,205.16,2.46,Completed,None,12,Low Risk
TXN0001267,2025-01-06,CUST00585,CO,45-54,Standard,Low,Utilities,Web,ACH,Desktop,133.1,0.8,Completed,None,13,Low Risk
TXN0001268,2025-01-30,CUST00362,OH,18-24,Standard,Low,Entertainment,Web,Wallet Balance,Android,166.54,0.67,Completed,None,7,Low Risk
TXN0001269,2025-06-27,CUST00164,OH,45-54,Small Business,Low,Entertainment,Mobile App,Credit Card,Desktop,92.82,2.04,Completed,None,5,Low Risk
TXN0001270,2025-03-12,CUST00299,WA,18-24,Standard,Low,Retail,Mobile App,Debit Card,iOS,85.38,1.02,Completed,None,0,Low Risk
TXN0001271,2025-04-15,CUST00186,PA,55+,Standard,Medium,Utilities,API,Credit Card,iOS,201.92,4.44,Completed,None,35,Low Risk
TXN0001272,2025-01-25,CUST00238,IL,25-34,Small Business,Low,Utilities,Mobile App,Debit Card,iOS,210.73,2.53,Completed,None,14,Low Risk
TXN0001273,2025-05-31,CUST00088,AZ,18-24,Standard,Low,Travel,Web,Credit Card,Android,312.28,6.87,Completed,None,10,Low Risk
TXN0001274,2025-03-29,CUST00127,GA,18-24,Small Business,High,Digital Services,API,Debit Card,POS,124.71,1.5,Completed,None,50,Medium Risk
TXN0001275,2025-06-22,CUST00580,NJ,45-54,Premium,Low,Travel,Mobile App,Credit Card,Android,124.55,2.74,Completed,None,15,Low Risk
TXN0001276,2025-05-24,CUST00169,GA,45-54,Standard,Low,Subscription,Mobile App,ACH,Android,177.32,1.06,Completed,None,10,Low Risk
TXN0001277,2025-04-26,CUST00360,GA,55+,Standard,Medium,Restaurants,Mobile App,Credit Card,iOS,136.65,3.01,Completed,None,28,Low Risk
TXN0001278,2025-04-17,CUST00417,IL,55+,Standard,Low,Subscription,Mobile App,Wallet Balance,Android,161.76,0.65,Completed,None,7,Low Risk
TXN0001279,2025-04-07,CUST00426,GA,45-54,Standard,Low,Money Transfer,Mobile App,Credit Card,Desktop,120.03,2.64,Completed,None,21,Low Risk
TXN0001280,2025-02-24,CUST00262,TX,55+,Standard,Medium,Subscription,Web,Debit Card,iOS,198.29,2.38,Completed,None,27,Low Risk
TXN0001281,2025-05-21,CUST00414,AZ,35-44,Premium,Low,Travel,API,Credit Card,Android,321.46,7.07,Completed,None,21,Low Risk
TXN0001282,2025-06-11,CUST00076,PA,55+,Small Business,Low,Grocery,API,Wallet Balance,Desktop,26.89,0.11,Completed,None,22,Low Risk
TXN0001283,2025-02-27,CUST00219,NY,18-24,Premium,Low,Money Transfer,Mobile App,Credit Card,Desktop,340.87,7.5,Completed,None,20,Low Risk
TXN0001284,2025-04-13,CUST00330,WA,18-24,Standard,Low,Digital Services,Web,Debit Card,Android,39.83,0.48,Completed,None,3,Low Risk
TXN0001285,2025-04-09,CUST00516,NJ,25-34,Premium,Low,Retail,Mobile App,Credit Card,iOS,18.1,0.0,Failed,Insufficient Funds,22,Low Risk
TXN0001286,2025-06-03,CUST00304,IL,55+,Standard,Low,Retail,Mobile App,Debit Card,Android,323.8,3.89,Completed,None,15,Low Risk
TXN0001287,2025-06-25,CUST00295,TX,45-54,Standard,Low,Grocery,Mobile App,ACH,POS,19.78,0.12,Completed,None,6,Low Risk
TXN0001288,2025-02-11,CUST00458,IL,35-44,Standard,Low,Retail,Web,Debit Card,Android,63.4,0.76,Completed,None,6,Low Risk
TXN0001289,2025-03-24,CUST00303,PA,35-44,Standard,High,Grocery,Mobile App,Debit Card,Android,28.63,0.34,Completed,None,49,Medium Risk
TXN0001290,2025-03-03,CUST00408,MA,55+,Premium,Low,Entertainment,Card Terminal,Credit Card,iOS,138.93,3.06,Completed,None,10,Low Risk
TXN0001291,2025-02-10,CUST00603,TX,35-44,Standard,Medium,Utilities,Web,Debit Card,Desktop,158.18,1.9,Completed,None,28,Low Risk
TXN0001292,2025-05-14,CUST00629,FL,55+,Standard,Low,Subscription,API,Debit Card,Android,42.31,0.51,Completed,None,13,Low Risk
TXN0001293,2025-06-05,CUST00317,GA,18-24,Standard,Low,Restaurants,Web,Debit Card,Android,76.41,0.92,Completed,None,9,Low Risk
TXN0001294,2025-04-12,CUST00251,CO,45-54,Standard,Medium,Entertainment,Web,Debit Card,Android,32.4,0.39,Completed,None,29,Low Risk
TXN0001295,2025-04-20,CUST00428,WA,35-44,Standard,Low,Entertainment,Mobile App,ACH,Desktop,27.51,0.17,Completed,None,3,Low Risk
TXN0001296,2025-02-13,CUST00242,TX,45-54,Small Business,Low,Digital Services,Web,Debit Card,iOS,49.02,0.59,Completed,None,8,Low Risk
TXN0001297,2025-01-25,CUST00622,OH,18-24,Small Business,Low,Digital Services,Web,Credit Card,Desktop,119.36,2.63,Completed,None,8,Low Risk
TXN0001298,2025-03-29,CUST00447,NJ,35-44,Standard,Medium,Digital Services,Mobile App,ACH,Android,66.37,0.4,Completed,None,16,Low Risk
TXN0001299,2025-02-05,CUST00116,FL,55+,Premium,Medium,Grocery,Mobile App,Debit Card,Android,116.45,1.4,Completed,None,24,Low Risk
TXN0001300,2025-03-20,CUST00586,NJ,55+,Standard,High,Money Transfer,Mobile App,Credit Card,Android,33.97,0.75,Completed,None,59,Medium Risk
TXN0001301,2025-02-09,CUST00245,WA,18-24,Standard,Low,Healthcare,Web,Debit Card,iOS,73.6,0.88,Completed,None,7,Low Risk
TXN0001302,2025-01-08,CUST00412,CA,45-54,Standard,Low,Money Transfer,Web,Debit Card,iOS,128.22,1.54,Completed,None,27,Low Risk
TXN0001303,2025-05-03,CUST00348,WA,25-34,Standard,High,Restaurants,Mobile App,Debit Card,iOS,114.66,1.38,Completed,None,45,Medium Risk
TXN0001304,2025-05-14,CUST00400,CA,45-54,Standard,Medium,Digital Services,API,Credit Card,iOS,41.07,0.9,Completed,None,30,Low Risk
TXN0001305,2025-05-04,CUST00269,CA,18-24,Premium,Low,Money Transfer,Mobile App,Wallet Balance,iOS,373.32,1.49,Completed,None,22,Low Risk
TXN0001306,2025-02-08,CUST00006,WA,35-44,Premium,Low,Digital Services,API,ACH,Android,49.9,0.3,Completed,None,24,Low Risk
TXN0001307,2025-05-26,CUST00287,NC,45-54,Standard,Medium,Money Transfer,Card Terminal,ACH,Desktop,580.69,3.48,Completed,None,62,Medium Risk
TXN0001308,2025-02-21,CUST00608,NC,25-34,Standard,Medium,Digital Services,Mobile App,Credit Card,API,119.73,2.63,Completed,None,23,Low Risk
TXN0001309,2025-05-22,CUST00166,FL,45-54,Standard,High,Subscription,API,Credit Card,iOS,19.03,0.42,Completed,None,59,Medium Risk
TXN0001310,2025-05-26,CUST00258,TX,55+,Standard,Medium,Retail,Mobile App,ACH,iOS,89.64,0.54,Completed,None,22,Low Risk
TXN0001311,2025-02-28,CUST00586,NJ,55+,Standard,High,Restaurants,Mobile App,Debit Card,Android,53.89,0.65,Completed,None,37,Low Risk
TXN0001312,2025-02-18,CUST00081,NC,25-34,Standard,Medium,Healthcare,Card Terminal,Wallet Balance,iOS,31.18,0.12,Completed,None,21,Low Risk
TXN0001313,2025-02-28,CUST00567,GA,25-34,Premium,Medium,Utilities,API,Credit Card,iOS,246.56,5.42,Completed,None,26,Low Risk
TXN0001314,2025-03-23,CUST00644,PA,45-54,Standard,Medium,Entertainment,Mobile App,Credit Card,Android,52.11,1.15,Completed,None,18,Low Risk
TXN0001315,2025-05-19,CUST00395,CA,55+,Standard,High,Retail,Web,Debit Card,iOS,15.67,0.19,Completed,None,38,Low Risk
TXN0001316,2025-04-24,CUST00134,CA,25-34,Standard,Low,Healthcare,Mobile App,ACH,Android,153.25,0.92,Completed,None,0,Low Risk
TXN0001317,2025-03-06,CUST00207,OH,55+,Standard,Low,Healthcare,Web,Credit Card,iOS,74.08,1.63,Completed,None,9,Low Risk
TXN0001318,2025-06-15,CUST00370,WA,18-24,Premium,Low,Digital Services,API,Debit Card,iOS,41.06,0.49,Completed,None,19,Low Risk
TXN0001319,2025-06-10,CUST00269,CA,18-24,Premium,Low,Travel,Card Terminal,Wallet Balance,Android,98.44,0.39,Completed,None,15,Low Risk
TXN0001320,2025-05-07,CUST00221,WA,45-54,Premium,Low,Utilities,Mobile App,Credit Card,iOS,84.08,1.85,Completed,None,14,Low Risk
TXN0001321,2025-03-29,CUST00203,NY,35-44,Premium,Low,Restaurants,Web,Debit Card,Desktop,23.14,0.28,Completed,None,6,Low Risk
TXN0001322,2025-03-20,CUST00405,GA,25-34,Standard,Low,Retail,Mobile App,Credit Card,iOS,88.23,1.94,Completed,None,6,Low Risk
TXN0001323,2025-05-27,CUST00607,IL,55+,Standard,Low,Restaurants,Mobile App,Debit Card,Android,22.52,0.27,Completed,None,5,Low Risk
TXN0001324,2025-06-06,CUST00307,WA,35-44,Standard,Medium,Restaurants,Mobile App,Credit Card,Android,76.17,1.68,Completed,None,28,Low Risk
TXN0001325,2025-03-10,CUST00487,MA,45-54,Premium,Low,Utilities,Mobile App,Wallet Balance,Desktop,185.11,0.74,Completed,None,9,Low Risk
TXN0001326,2025-03-27,CUST00043,TX,55+,Standard,Low,Healthcare,API,Debit Card,iOS,153.69,1.84,Completed,None,23,Low Risk
TXN0001327,2025-01-02,CUST00019,CO,35-44,Standard,High,Healthcare,Mobile App,Wallet Balance,Android,63.56,0.25,Completed,None,49,Medium Risk
TXN0001328,2025-03-12,CUST00011,VA,25-34,Standard,Low,Grocery,Web,Debit Card,Desktop,96.36,1.16,Completed,None,11,Low Risk
TXN0001329,2025-01-07,CUST00578,IL,35-44,Standard,Medium,Digital Services,API,Debit Card,Android,60.46,0.73,Completed,None,31,Low Risk
TXN0001330,2025-06-08,CUST00261,NY,18-24,Standard,Medium,Retail,API,Debit Card,iOS,80.28,0.96,Completed,None,40,Medium Risk
TXN0001331,2025-06-01,CUST00356,GA,18-24,Premium,Low,Retail,Card Terminal,Debit Card,Android,113.21,1.36,Completed,None,15,Low Risk
TXN0001332,2025-03-05,CUST00519,WA,35-44,Standard,Medium,Digital Services,Web,Debit Card,iOS,83.83,1.01,Completed,None,23,Low Risk
TXN0001333,2025-05-18,CUST00446,GA,35-44,Small Business,Low,Digital Services,Card Terminal,Debit Card,iOS,143.25,1.72,Completed,None,10,Low Risk
TXN0001334,2025-04-16,CUST00023,GA,45-54,Standard,High,Entertainment,API,Credit Card,Android,74.24,1.63,Completed,None,59,Medium Risk
TXN0001335,2025-03-04,CUST00459,CA,18-24,Standard,Low,Digital Services,Web,Credit Card,Android,98.11,2.16,Completed,None,0,Low Risk
TXN0001336,2025-02-05,CUST00379,MA,18-24,Standard,High,Healthcare,Mobile App,ACH,Desktop,112.48,0.67,Completed,None,46,Medium Risk
TXN0001337,2025-04-25,CUST00332,NY,35-44,Standard,Low,Healthcare,Mobile App,Debit Card,iOS,27.72,0.33,Completed,None,6,Low Risk
TXN0001338,2025-06-23,CUST00039,GA,45-54,Standard,Low,Subscription,Mobile App,Credit Card,POS,58.1,1.28,Completed,None,13,Low Risk
TXN0001339,2025-04-20,CUST00448,FL,55+,Standard,High,Travel,Mobile App,Debit Card,Android,111.67,1.34,Completed,None,46,Medium Risk
TXN0001340,2025-01-05,CUST00554,GA,35-44,Small Business,Medium,Retail,Card Terminal,Wallet Balance,POS,39.51,0.16,Completed,None,30,Low Risk
TXN0001341,2025-03-14,CUST00570,OH,18-24,Standard,Low,Retail,Web,ACH,Android,25.73,0.15,Completed,None,3,Low Risk
TXN0001342,2025-05-17,CUST00553,OH,25-34,Premium,Low,Utilities,Web,ACH,Android,116.82,0.7,Completed,None,6,Low Risk
TXN0001343,2025-01-19,CUST00208,TX,25-34,Standard,Low,Healthcare,Mobile App,Debit Card,Android,64.7,0.78,Completed,None,4,Low Risk
TXN0001344,2025-06-16,CUST00632,CO,18-24,Small Business,Medium,Digital Services,Mobile App,Credit Card,Android,69.66,1.53,Completed,None,28,Low Risk
TXN0001345,2025-01-06,CUST00484,GA,25-34,Standard,Low,Travel,Mobile App,Credit Card,Android,491.09,0.0,Failed,Insufficient Funds,24,Low Risk
TXN0001346,2025-03-08,CUST00427,NC,55+,Standard,Medium,Money Transfer,Web,ACH,Android,260.76,1.56,Completed,None,36,Low Risk
TXN0001347,2025-05-28,CUST00162,MA,55+,Standard,Low,Money Transfer,API,ACH,Android,157.41,0.94,Completed,None,29,Low Risk
TXN0001348,2025-02-22,CUST00309,NC,25-34,Standard,Low,Digital Services,Mobile App,Credit Card,POS,91.1,2.0,Completed,None,4,Low Risk
TXN0001349,2025-05-19,CUST00259,OH,25-34,Premium,Low,Digital Services,Mobile App,ACH,POS,22.96,0.14,Completed,None,6,Low Risk
TXN0001350,2025-03-19,CUST00358,NC,45-54,Standard,Low,Utilities,Card Terminal,Debit Card,POS,58.08,0.7,Completed,None,0,Low Risk
TXN0001351,2025-02-05,CUST00385,WA,35-44,Standard,Low,Money Transfer,Card Terminal,Debit Card,POS,335.77,0.0,Failed,Account Verification Failed,41,Medium Risk
TXN0001352,2025-04-08,CUST00574,IL,55+,Premium,Low,Grocery,Mobile App,Debit Card,Desktop,257.89,3.09,Completed,None,3,Low Risk
TXN0001353,2025-01-24,CUST00267,MA,45-54,Standard,High,Subscription,Web,Credit Card,Android,214.41,4.72,Completed,None,41,Medium Risk
TXN0001354,2025-01-31,CUST00198,GA,45-54,Standard,Low,Money Transfer,Web,Debit Card,API,345.96,4.15,Completed,None,21,Low Risk
TXN0001355,2025-01-24,CUST00252,IL,35-44,Standard,Low,Entertainment,Mobile App,Debit Card,iOS,62.95,0.76,Completed,None,0,Low Risk
TXN0001356,2025-04-08,CUST00011,VA,25-34,Standard,Low,Entertainment,Mobile App,ACH,Android,43.49,0.26,Completed,None,2,Low Risk
TXN0001357,2025-04-22,CUST00570,OH,18-24,Standard,Low,Money Transfer,Web,Debit Card,Desktop,223.21,2.68,Completed,None,27,Low Risk
TXN0001358,2025-05-01,CUST00531,CA,35-44,Standard,Low,Grocery,Card Terminal,ACH,POS,56.34,0.0,Failed,Account Verification Failed,25,Low Risk
TXN0001359,2025-05-25,CUST00522,GA,35-44,Standard,Medium,Grocery,Web,Debit Card,Android,112.16,1.35,Completed,None,21,Low Risk
TXN0001360,2025-06-19,CUST00549,VA,35-44,Standard,Medium,Digital Services,Web,ACH,Android,22.49,0.13,Completed,None,19,Low Risk
TXN0001361,2025-06-21,CUST00150,PA,25-34,Standard,Low,Utilities,API,Debit Card,iOS,75.56,0.91,Completed,None,19,Low Risk
TXN0001362,2025-04-14,CUST00465,NJ,35-44,Premium,Low,Restaurants,Card Terminal,Debit Card,iOS,51.07,0.61,Completed,None,10,Low Risk
TXN0001363,2025-01-08,CUST00112,GA,55+,Standard,Low,Money Transfer,Mobile App,ACH,POS,129.02,0.0,Failed,Card Declined,40,Medium Risk
TXN0001364,2025-02-10,CUST00424,WA,45-54,Standard,Low,Grocery,Mobile App,Debit Card,Android,157.74,1.89,Completed,None,15,Low Risk
TXN0001365,2025-04-29,CUST00092,IL,55+,Standard,Medium,Subscription,API,Credit Card,iOS,5.0,0.11,Completed,None,25,Low Risk
TXN0001366,2025-03-21,CUST00612,IL,45-54,Standard,Low,Retail,API,Debit Card,iOS,321.29,3.86,Completed,None,13,Low Risk
